mnx	miriam
biggR	bigg.reaction
keggR	kegg.reaction
metacycR	metacyc.reaction
mnx	metanetx.reaction
reactome	reactome
rheaR	rhea
sabiorkR	sabiork.reaction
seedR	seed.reaction
